idno,netustm,ppltrst,vote,prtvtddk,health,lvpntyr,tygrtr,gndr,yrbrn,edlvddk,eduyrs,wkhct,wkhtot,grspnum,frlgrsp,inwtm
82073,210,7,No,,Fair,1993,67,Male,1974,Folkeskole 9.-10. klasse,0,50,50,25000,,59.0
82127,240,6,Yes,Enhedslisten - Unity List - The Red-Green Alliance,Bad,"Still in parental home, never left 2 months",60,Female,1995,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",12,,,,,43.0
82130,90,8,No,,Good,1971,25,Male,1951,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",11,37,37,,,62.0
82157,120,9,Yes,Socialdemokratiet - The Social democrats,Very good,1972,64,Male,1954,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",13,37,40,,,53.0
82227,30,8,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Good,1968,Never too young,Female,1950,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",14,22,22,,,74.0
82254,270,7,Yes,Socialdemokratiet - The Social democrats,Good,1980,65,Male,1963,Folkeskole 9.-10. klasse,9,37,50,27500,,52.0
82263,10,3,Yes,,Very good,1962,50,Female,1942,Folkeskole 6.-8. klasse,8,37,37,,,38.0
82483,180,8,Yes,SF Socialistisk Folkeparti - Socialist People's Party,Very good,2012,66,Male,1992,Universitetsbachelor. 1. del af kandidatuddannelse,18,37,37,29000,,66.0
82733,270,8,No,,Very good,2011,60,Female,1991,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",16,32,40,27000,37000,54.0
82755,182,9,Yes,Dansk Folkeparti - Danish People's Party,Good,1972,59,Male,1955,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",19,37,40,,,64.0
82813,90,6,Yes,Enhedslisten - Unity List - The Red-Green Alliance,Good,1965,67,Female,1950,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",11,40,40,,,48.0
82832,,8,Yes,Dansk Folkeparti - Danish People's Party,Good,1974,60,Male,1951,Folkeskole 6.-8. klasse,9,37,37,,,67.0
82855,450,3,Yes,Socialdemokratiet - The Social democrats,Bad,2009,45,Male,1990,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",22,37,43,,,52.0
82898,15,5,Yes,Socialdemokratiet - The Social democrats,Very good,1976,50,Female,1956,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",14,31,31,27000,30000,45.0
82901,30,5,Yes,Socialdemokratiet - The Social democrats,Fair,1969,,Female,1951,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",9,37,37,,,82.0
82975,600,7,Yes,Enhedslisten - Unity List - The Red-Green Alliance,Good,2001,55,Female,1983,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",13,18,18,,,58.0
82985,60,5,Yes,Det Konservative Folkeparti - Conservative People's Party,Very good,1966,50,Male,1945,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",40,20,20,30000,,62.0
83000,240,7,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Very good,1977,65,Female,1960,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",14,37,37,38000,50000,52.0
83084,240,2,Yes,,Fair,1970,45,Female,1954,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",11,32,32,,,69.0
83098,120,5,Yes,Socialdemokratiet - The Social democrats,Fair,1977,,Female,1959,Folkeskole 9.-10. klasse,9,37,37,,,79.0
83115,480,5,Yes,,Very good,2018,40,Female,1991,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",18,37,37,,,28.0
83279,,5,Yes,Socialdemokratiet - The Social democrats,Very good,1942,,Male,1931,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",4,40,45,,,74.0
83346,120,8,Not eligible to vote,,Good,2004,60,Female,1983,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",17,37,37,31000,,
83385,270,7,Yes,Liberal Alliance - Liberal Alliance,Good,2005,60,Male,1984,"Forskeruddannelse. Ph.d., doktor",20,37,45,50000,53000,59.0
83422,30,6,Yes,Dansk Folkeparti - Danish People's Party,Good,1976,60,Male,1955,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",17,36,36,40000,,37.0
83476,480,7,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Very good,1985,60,Female,1966,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",13,37,40,35000,,66.0
83616,305,8,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Good,2005,60,Female,1986,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",19,37,38,32500,,79.0
83816,480,9,Yes,,Very good,1993,55,Female,1976,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",19,37,40,38500,,126.0
83829,60,8,Yes,Socialdemokratiet - The Social democrats,Very good,1985,40,Female,1967,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",15,31,33,18000,,56.0
83863,420,8,Yes,Dansk Folkeparti - Danish People's Party,Good,1998,60,Male,1978,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",17,18,20,40000,,68.0
84015,240,8,Yes,,Fair,1990,54,Female,1973,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",19,30,2,,31000,59.0
84157,,7,Yes,,Bad,1960,60,Female,1944,Folkeskole 6.-8. klasse,8,30,30,,,51.0
84167,240,7,Yes,Other,Fair,2012,30,Male,1990,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",16,37,40,36000,,38.0
84222,120,7,Yes,Socialdemokratiet - The Social democrats,Fair,1970,62,Male,1963,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",13,37,60,,,58.0
84234,540,10,Yes,Enhedslisten - Unity List - The Red-Green Alliance,Very good,1999,55,Male,1981,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",19,37,45,67000,45000,57.0
84238,180,8,Yes,Socialdemokratiet - The Social democrats,Very good,2006,50,Male,1986,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",4,35,31,,38000,84.0
84257,360,5,No,,Very good,2006,30,Female,1987,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",17,38,39,29000,,53.0
84317,120,8,Yes,,Very good,1959,65,Male,1942,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",10,,8,,,61.0
84435,60,4,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Very good,1996,55,Male,1973,Folkeskole 9.-10. klasse,11,37,40,41500,47000,56.0
84437,600,7,Yes,Socialdemokratiet - The Social democrats,Good,1995,65,Female,1971,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",13,37,45,35000,,52.0
84475,722,5,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Good,1986,5,Female,1968,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",2,37,45,55000,,66.0
84533,,5,Yes,Socialdemokratiet - The Social democrats,Very bad,1957,,Male,1939,Folkeskole 6.-8. klasse,21,40,40,,,59.0
84771,540,6,Yes,Det Radikale Venstre - The Radical Liberal Party,Good,2013,55,Male,1992,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",19,20,20,,,54.0
84926,90,8,Yes,Socialdemokratiet - The Social democrats,Very good,1973,60,Female,1952,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",14,37,37,,,44.0
84960,300,4,Yes,Socialdemokratiet - The Social democrats,Fair,1993,67,Male,1973,Folkeskole 9.-10. klasse,0,37,37,,,54.0
84988,120,10,Yes,Enhedslisten - Unity List - The Red-Green Alliance,Good,1974,50,Female,1957,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",20,30,30,30000,35000,65.0
85013,120,8,Yes,SF Socialistisk Folkeparti - Socialist People's Party,Very good,1968,62,Female,1948,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",15,35,35,,,49.0
85036,240,8,Yes,Enhedslisten - Unity List - The Red-Green Alliance,Good,1971,50,Female,1949,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",13,37,41,,,82.0
85258,120,8,Yes,Det Radikale Venstre - The Radical Liberal Party,Good,1981,60,Female,1959,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",13,32,32,27000,30000,69.0
85318,540,8,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Very good,1995,55,Female,1976,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",20,40,47,90000,80000,49.0
85388,150,9,Yes,Socialdemokratiet - The Social democrats,Very good,1984,60,Male,1966,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",11,37,40,34000,,48.0
85395,30,7,Yes,Socialdemokratiet - The Social democrats,Fair,1965,50,Female,1945,Universitetsbachelor. 1. del af kandidatuddannelse,19,37,42,,,52.0
85437,,8,Yes,Socialdemokratiet - The Social democrats,Fair,1953,60,Male,1937,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",13,37,37,,,62.0
85521,10,7,Yes,Dansk Folkeparti - Danish People's Party,Very good,1998,58,Female,1975,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",17,37,37,28000,35000,63.0
85576,30,8,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Very good,1957,60,Male,1937,Folkeskole 6.-8. klasse,8,37,40,,,106.0
85617,120,8,Yes,Dansk Folkeparti - Danish People's Party,Fair,1975,60,Female,1957,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",15,43,43,49000,40000,46.0
85622,90,8,Yes,Socialdemokratiet - The Social democrats,Good,1978,55,Female,1961,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",16,37,37,,,56.0
85628,630,7,Yes,Liberal Alliance - Liberal Alliance,Very good,2015,55,Female,1994,Universitetsbachelor. 1. del af kandidatuddannelse,15,37,50,35800,30000,56.0
85700,30,10,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Very good,1980,67,Male,1962,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",14,37,50,55000,,43.0
85801,120,8,Yes,Dansk Folkeparti - Danish People's Party,Very good,2011,60,Female,1990,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",15,45,50,40000,,45.0
85872,,7,Yes,Socialdemokratiet - The Social democrats,Very good,1976,60,Male,1955,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",15,37,37,,,71.0
85950,420,7,Yes,Socialdemokratiet - The Social democrats,Good,2010,60,Male,1992,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",17,10,10,,,43.0
86011,480,9,No,,Very good,2015,60,Male,1996,Universitetsbachelor. 1. del af kandidatuddannelse,16,8,8,,,65.0
86165,60,7,Yes,Det Radikale Venstre - The Radical Liberal Party,Fair,1986,60,Female,1966,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",19,37,50,30000,37000,65.0
86209,240,9,Yes,Socialdemokratiet - The Social democrats,Good,2010,,Female,1991,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",17,37,37,30000,,68.0
86231,60,7,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Good,1986,65,Male,1966,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",12,37,42,55000,,59.0
86249,,5,Yes,,Good,1971,60,Female,1951,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",3,37,37,,,64.0
86286,120,7,Yes,Socialdemokratiet - The Social democrats,Fair,1967,,Male,1946,Folkeskole 6.-8. klasse,0,37,37,,,70.0
86472,360,4,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Fair,1991,60,Male,1971,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",21,37,45,26000,,55.0
86488,300,4,Yes,Det Konservative Folkeparti - Conservative People's Party,Very good,2013,58,Female,1993,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",18,30,32,14000,,66.0
86592,,5,Yes,Socialdemokratiet - The Social democrats,Fair,1961,60,Female,1939,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",12,37,37,,,71.0
86669,30,8,Yes,Dansk Folkeparti - Danish People's Party,Good,1965,50,Female,1950,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",13,37,37,,,46.0
86673,60,9,Yes,SF Socialistisk Folkeparti - Socialist People's Party,Good,1999,65,Female,1981,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",18,37,42,45000,,63.0
86765,180,3,Yes,Socialdemokratiet - The Social democrats,Fair,1978,60,Female,1959,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",17,37,41,38000,,59.0
86776,600,8,Yes,Enhedslisten - Unity List - The Red-Green Alliance,Good,1990,59,Male,1970,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",18,37,50,50000,45000,54.0
86826,180,7,Yes,Det Konservative Folkeparti - Conservative People's Party,Good,1985,50,Female,1966,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",14,37,40,28000,32000,52.0
86882,90,6,Yes,Socialdemokratiet - The Social democrats,Good,1974,60,Female,1952,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",11,30,30,,,64.0
86976,90,7,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Good,1963,50,Male,1944,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",23,37,45,,,58.0
87044,180,9,Yes,SF Socialistisk Folkeparti - Socialist People's Party,Very good,1991,67,Female,1973,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",18,40,45,50000,,49.0
87087,,8,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Fair,1960,,Male,1946,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",40,37,37,,,80.0
87167,120,8,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Good,1984,60,Male,1962,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",15,37,42,60000,,85.0
87225,240,3,Not eligible to vote,,Very good,2001,60,Female,1986,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",17,22,25,16000,,122.0
87277,,3,Yes,Socialdemokratiet - The Social democrats,Very bad,1979,65,Male,1959,Folkeskole 9.-10. klasse,0,37,37,,,66.0
87331,510,8,Yes,Liberal Alliance - Liberal Alliance,Very good,1969,60,Female,1952,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",16,30,30,29000,,76.0
87342,90,8,No,,Good,1981,49,Female,1963,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",13,37,37,28500,34000,66.0
87420,,3,No,,Fair,1953,,Female,1935,Folkeskole 6.-8. klasse,,,,,,73.0
87477,120,5,No,,Fair,1968,,Male,1951,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",12,37,37,,,66.0
87503,480,7,Yes,Det Radikale Venstre - The Radical Liberal Party,Very good,2007,,Male,1988,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",18,37,54,,9,50.0
87527,480,5,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Good,1974,,Male,1956,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",15,,70,90000,,51.0
87602,300,9,Yes,Alternativet - The Alternative,Very good,2011,60,Male,1991,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",18,37,2,32000,,62.0
87627,120,5,Yes,Det Konservative Folkeparti - Conservative People's Party,Good,1980,65,Female,1958,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",0,37,37,35000,,63.0
87794,120,8,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Fair,1987,60,Male,1968,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",19,38,40,,,51.0
87918,270,5,Yes,Socialdemokratiet - The Social democrats,Good,2008,50,Female,1989,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",17,36,40,30000,35000,50.0
87939,450,10,Yes,Alternativet - The Alternative,Fair,2011,55,Male,1993,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",12,12,12,,,74.0
88116,,7,Yes,Other,Good,2010,60,Male,1990,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",16,38,39,17500,,56.0
88161,75,5,Yes,Dansk Folkeparti - Danish People's Party,Very good,2004,65,Male,1983,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",18,37,37,28000,,49.0
88167,600,7,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Good,2011,40,Male,1992,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",13,38,50,,,56.0
88174,90,6,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Good,1958,,Male,1945,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",12,37,43,,,72.0
88285,60,9,Yes,Enhedslisten - Unity List - The Red-Green Alliance,Fair,1976,59,Female,1961,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",14,10,10,24000,27000,72.0
88286,150,7,Yes,Enhedslisten - Unity List - The Red-Green Alliance,Fair,1984,60,Female,1967,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",15,37,40,34000,40000,67.0
88292,120,7,Yes,Socialdemokratiet - The Social democrats,Good,1971,60,Male,1950,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",17,37,37,,,53.0
88320,120,8,Yes,Socialdemokratiet - The Social democrats,Very good,1979,,Male,1962,Folkeskole 9.-10. klasse,10,37,43,30000,36000,70.0
88357,,10,No,,Good,1963,,Male,1942,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",4,37,37,,,72.0
88410,180,4,No,,Good,1966,Never too young,Female,1953,Folkeskole 9.-10. klasse,9,,,,,82.0
88561,60,8,Yes,SF Socialistisk Folkeparti - Socialist People's Party,Very good,1975,50,Male,1957,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",40,40,60,40000,40000,63.0
88664,,5,Yes,Dansk Folkeparti - Danish People's Party,Very bad,1957,50,Female,1938,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",4,50,50,,,98.0
88671,300,7,Yes,Det Radikale Venstre - The Radical Liberal Party,Very good,1988,45,Male,1970,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",19,37,50,72000,,70.0
88677,480,8,Yes,Socialdemokratiet - The Social democrats,Fair,1990,50,Female,1972,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",20,37,40,37000,,51.0
88812,120,9,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Very good,1989,63,Female,1970,"Forskeruddannelse. Ph.d., doktor",21,37,45,84000,,41.0
88961,60,9,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Very good,1967,50,Male,1952,Folkeskole 9.-10. klasse,10,37,40,,,43.0
88978,,8,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Very good,1958,55,Female,1936,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",15,40,40,,,51.0
